x,y
64.27618,47.263496
64.37273,47.276096
64.39439,47.278908
64.48219,47.29025
64.528496,47.296204
64.54359,47.29814
64.595535,47.3048
64.59721,47.30501
64.61357,47.307106
64.68513,47.31625
64.75923,47.325703
64.78026,47.32838
64.781975,47.3286
64.80259,47.33123
64.80665,47.33175
64.82164,47.33366
64.84805,47.33703
64.92896,47.34736
64.950615,47.35013
64.95546,47.350746
64.975815,47.35335
65.000305,47.356487
65.07225,47.36573
65.07935,47.366642
65.08573,47.367462
65.111694,47.37081
65.12425,47.372433
65.12889,47.37303
65.215256,47.38423
65.22337,47.385292
65.2345,47.38674
65.262024,47.390335
65.2675,47.391052
65.37079,47.40465
65.39946,47.408455
65.42354,47.411663
65.4919,47.42083
65.51477,47.42392
65.541695,47.427567
65.60025,47.435562
65.65896,47.44366
65.72508,47.45289
65.73637,47.454475
65.798256,47.46324
65.80095,47.463623
65.84555,47.470016
65.85608,47.471535
65.86302,47.472538
65.86787,47.47324
65.882416,47.47535
65.886795,47.475983
65.93984,47.48374
65.96929,47.48809
65.9922,47.491493
66.00879,47.493973
66.02347,47.49617
66.10071,47.50788
66.14101,47.514088
66.16168,47.517296
66.186676,47.5212
66.20708,47.524403
66.2157,47.525764
66.251755,47.531487
66.28649,47.537056
66.38989,47.553963
66.40358,47.55624
66.43058,47.56076
66.45993,47.565716
66.53338,47.578316
66.535675,47.578712
66.54762,47.580795
66.553894,47.581886
66.64534,47.59809
66.668106,47.6022
66.691666,47.606483
66.71343,47.610474
66.74251,47.615845
66.83591,47.633465
66.84778,47.635742
66.897644,47.645424
66.915474,47.648926
66.95492,47.656746
66.993416,47.664486
67.026276,47.671177
67.05038,47.676136
67.07552,47.681355
67.11559,47.689766
67.13384,47.693638
67.14601,47.69623
67.16323,47.69993
67.23327,47.71519
67.25657,47.720352
67.267746,47.722847
67.27801,47.725143
67.29219,47.728336
67.30939,47.732227
67.375626,47.74745
67.401405,47.75348
67.4036,47.753998
67.423485,47.758686
67.439514,47.762497
67.452995,47.76572
67.60761,47.803864
67.60827,47.80403
67.66361,47.81824
67.67479,47.82115
67.70071,47.827938
67.70365,47.828712
67.73822,47.837887
67.77287,47.847206
67.78788,47.85128
67.8154,47.858814
67.83224,47.863464
67.84049,47.865753
67.952774,47.89765
68.08054,47.935688
68.08688,47.937626
68.08713,47.9377
68.09816,47.941082
68.11478,47.946205
68.16829,47.962936
68.19987,47.972977
68.23434,47.984077
68.319565,48.012188
68.371185,48.029675
68.42618,48.048702
68.43725,48.052586
68.44489,48.055275
68.519165,48.081837
68.64038,48.1269
68.68808,48.145233
68.707596,48.152836
68.79142,48.186165
68.796814,48.188347
68.867386,48.21734
68.87168,48.219135
68.91644,48.237976
68.921295,48.24004
68.93807,48.247204
68.97483,48.26307
69.02798,48.286415
69.06832,48.30447
69.12091,48.328438
69.153114,48.34336
69.15602,48.34472
69.18533,48.35849
69.22031,48.375122
69.23573,48.382534
69.25433,48.391533
69.27798,48.40306
69.284134,48.406086
69.378174,48.45314
69.403595,48.466164
69.41282,48.47092
69.430305,48.479984
69.432274,48.48101
69.47873,48.505417
69.495834,48.51452
69.50011,48.5168
69.514786,48.524673
69.648605,48.59856
69.65707,48.603363
69.68271,48.618015
69.699036,48.627426
69.797035,48.68516
69.83387,48.70744
69.857796,48.722084
69.86907,48.72903
69.87601,48.73332
69.88797,48.74074
69.8923,48.74344
69.94244,48.774986
69.952415,48.781338
69.97291,48.79446
69.982025,48.80033
70.03012,48.83165
70.04951,48.84444
70.08375,48.867264
70.10975,48.8848
70.16311,48.92134
70.16757,48.924427
70.21596,48.95827
70.23932,48.974834
70.26659,48.994358
70.27634,49.001396
70.36545,49.066875
70.42611,49.112743
70.43822,49.122025
70.447,49.12878
70.455025,49.13498
70.486595,49.159534
70.49333,49.16481
70.5163,49.18291
70.53592,49.198494
70.59317,49.244633
70.60834,49.25702
70.6093,49.257812
70.61375,49.261456
70.626236,49.271732
70.64191,49.28469
70.66043,49.300117
70.67719,49.314163
70.797195,49.41732
70.82008,49.437523
70.85028,49.464436
70.86509,49.477745
70.87838,49.489754
70.878716,49.49006
70.91681,49.5248
70.95133,49.55671
70.95355,49.558777
70.97144,49.575485
70.972946,49.576897
70.98824,49.591274
71.02401,49.62521
71.068146,49.667698
71.08151,49.680702
71.173195,49.771584
71.18136,49.77982
71.20676,49.8056
71.23525,49.83481
71.28004,49.8813
71.30269,49.905098
71.38096,49.98879
71.397316,50.00657
71.49108,50.110435
71.50158,50.12227
71.50804,50.129574
71.52109,50.144382
71.54891,50.17617
71.57442,50.20557
71.59446,50.228844
71.67781,50.327328
71.689354,50.34118
71.771065,50.44073
71.78009,50.45189
71.80492,50.482746
71.84494,50.533012
71.93901,50.653633
71.94115,50.656406
71.9706,50.694912
71.975784,50.701736
72.05026,50.8008
72.07845,50.83886
72.10098,50.869507
72.1156,50.8895
72.1177,50.892372
72.13528,50.91654
72.17386,50.969986
72.2048,51.013283
72.24121,51.064697
72.26632,51.100445
72.28844,51.132133
72.29049,51.135082
72.29997,51.148727
72.313515,51.168285
72.33709,51.20249
72.3642,51.242073
72.42838,51.336876
72.50768,51.456062
72.59971,51.597115
72.61481,51.620525
72.62758,51.64039
72.66122,51.69296
72.66233,51.69471
72.67582,51.715893
72.67619,51.716484
72.69365,51.743988
72.736084,51.81124
72.75043,51.8341
72.75485,51.84118
72.77513,51.87362
72.78293,51.886124
72.813805,51.935818
72.81671,51.940514
72.85427,52.00136
72.87217,52.03049
72.91082,52.093674
72.92796,52.12182
72.93113,52.12703
72.9345,52.132576
72.93849,52.139145
72.96931,52.189995
72.97366,52.197197
72.97995,52.20761
72.98577,52.217255
72.99829,52.238014
73.00548,52.24997
73.007,52.252502
73.051186,52.32614
73.06592,52.350796
73.09972,52.407494
73.120895,52.44314
73.12688,52.453217
73.169815,52.52574
73.18266,52.54751
73.192955,52.56496
73.19418,52.56704
73.209045,52.592274
73.213745,52.60025
73.236725,52.639343
73.24899,52.66022
73.32133,52.783768
73.3323,52.80255
73.36859,52.86476
73.36992,52.867035
73.43703,52.982304
73.4466,52.99876
73.49158,53.07614
73.50292,53.095657
73.5063,53.101463
73.509964,53.107773
73.51332,53.11355
73.5264,53.136063
73.56321,53.199406
73.57217,53.214813
73.5922,53.24928
73.594505,53.253242
73.643036,53.33666
73.66033,53.366364
73.6677,53.379017
73.66999,53.382942
73.70315,53.4398
73.710464,53.452335
73.7171,53.463707
73.800125,53.60552
73.80681,53.616898
73.81903,53.6377
73.8353,53.665348
73.8731,53.729454
73.884186,53.748222
73.95118,53.861115
73.97333,53.89826
74.017296,53.9717
74.028275,53.989967
74.090576,54.093124
74.11193,54.128273
74.11646,54.135715
74.18218,54.24304
74.18652,54.250084
74.19339,54.261223
74.22901,54.31878
74.25791,54.3652
74.26545,54.377274
74.271736,54.38732
74.283936,54.40678
74.33629,54.489784
74.33641,54.489967
74.40376,54.595406
74.4463,54.66118
74.48731,54.72399
74.49072,54.72918
74.49638,54.73781
74.49812,54.740444
74.50287,54.74765
74.51631,54.76802
74.52983,54.788445
74.54482,54.811005
74.56288,54.83807
74.60514,54.90091
74.65145,54.968967
74.652145,54.969982
74.66855,54.993874
74.6767,55.005707
74.73898,55.095226
74.76298,55.129288
74.81486,55.202095
74.829315,55.22218
74.87908,55.29064
74.90337,55.32367
74.90802,55.329956
74.96747,55.40959
75.03909,55.503464
75.07062,55.54406
75.07477,55.549374
75.091415,55.570618
75.10361,55.586082
75.106705,55.589996
75.10692,55.590275
75.1078,55.591385
75.13112,55.620747
75.14876,55.6428
75.169586,55.66866
75.17955,55.680965
75.18191,55.68387
75.18578,55.68863
75.1933,55.697865
75.22398,55.73528
75.22975,55.742268
75.23153,55.744415
75.2616,55.78057
75.2715,55.7924
75.27876,55.80104
75.30684,55.83423
75.3225,55.852585
75.32935,55.860588
75.331985,55.863655
75.34665,55.880684
75.35142,55.886196
75.39253,55.93335
75.40475,55.94721
75.50197,56.05521
75.59129,56.1508
75.64543,56.207054
75.65033,56.212082
75.66506,56.227142
75.69756,56.260036
75.71009,56.2726
75.74131,56.303604
75.74894,56.31112
75.76039,56.322357
75.771255,56.33296
75.80003,56.360825
75.82119,56.38108
75.85218,56.41043
75.884094,56.44023
75.93179,56.48401
75.93578,56.487625
75.96593,56.514763
75.9808,56.528023
75.996254,56.541702
75.99763,56.542915
76.016754,56.559704
76.0424,56.58198
76.052086,56.59034
76.1156,56.644176
76.150826,56.67336
76.15849,56.679646
76.193886,56.70839
76.28804,56.78256
76.34292,56.824272
76.35103,56.83035
76.39547,56.863194
76.40583,56.87075
76.40689,56.871525
76.465996,56.913887
76.47626,56.921112
76.536995,56.963158
76.54207,56.966614
76.58755,56.997185
76.67657,57.055027
76.69203,57.06481
76.76215,57.108192
76.76975,57.112797
76.77666,57.116966
76.785515,57.122295
76.8132,57.138786
76.85078,57.16078
76.896385,57.1869
76.89872,57.18822
77.03718,57.26356
77.039,57.26452
77.05267,57.271645
77.070885,57.28105
77.11195,57.301918
85.971016,57.302673
86.021736,57.302708
85.9569,57.30271
86.03778,57.30278
86.084404,57.303146
86.11294,57.303497
86.12115,57.30362
85.84524,57.303776
85.81798,57.304234
85.80336,57.30451
86.18367,57.30478
86.21326,57.305496
86.219795,57.305668
86.23917,57.30621
86.2427,57.306313
85.695496,57.30719
86.27493,57.307335
85.68559,57.307487
85.680405,57.30765
86.28685,57.307743
86.29464,57.30802
85.66717,57.308075
85.6312,57.30931
86.332214,57.30947
77.1286,57.31024
86.36154,57.31073
85.57265,57.311577
85.559296,57.312134
86.3952,57.31232
86.42436,57.31382
86.428856,57.31406
85.49915,57.314842
85.487236,57.315414
85.45016,57.317276
85.43817,57.3179
85.40742,57.31956
85.39762,57.320107
85.36729,57.32184
85.36704,57.321854
85.36,57.322266
86.577896,57.323666
85.33308,57.323883
85.33286,57.3239
77.1564,57.323967
85.28304,57.327034
85.27851,57.32733
85.229065,57.330647
86.750656,57.33892
86.75098,57.338955
85.02605,57.346073
86.83264,57.347816
86.875885,57.35296
86.88357,57.353905
84.93327,57.354027
84.93126,57.354206
84.89339,57.357613
77.229965,57.35925
86.95507,57.36321
84.784294,57.367886
77.249405,57.368324
86.998276,57.36927
84.76715,57.36956
87.00354,57.370033
77.25473,57.37079
77.25728,57.37197
84.74091,57.372154
84.73065,57.37318
87.03318,57.374413
84.717255,57.374527
84.704735,57.375797
87.04689,57.376495
84.696144,57.37667
84.689705,57.377327
84.668304,57.37953
84.65648,57.380756
84.64991,57.38144
77.285355,57.384842
84.54432,57.39273
87.15074,57.393425
77.31186,57.396797
84.50014,57.397614
84.48042,57.39982
87.20424,57.40297
77.33009,57.404915
87.21895,57.405693
84.41672,57.407063
84.410904,57.40773
84.35088,57.41473
84.3335,57.416786
84.324425,57.417862
84.30343,57.420364
87.32826,57.427334
84.237495,57.428337
87.33624,57.429016
87.33865,57.429527
84.18933,57.434258
77.40126,57.435764
84.140175,57.440384
87.3976,57.442387
77.43954,57.45182
84.04517,57.452446
87.4516,57.454853
84.019806,57.455715
77.459274,57.459953
87.48485,57.46286
83.94881,57.46496
83.94396,57.46559
83.94167,57.465893
87.49829,57.466167
77.498215,57.47571
87.57619,57.48619
83.776,57.488
83.765945,57.48936
83.739655,57.49293
83.71477,57.496323
77.5509,57.49644
83.710495,57.49691
87.61714,57.49731
77.55532,57.498146
77.57456,57.50553
83.610146,57.51072
77.62056,57.52281
83.52255,57.52291
83.52044,57.523205
87.71003,57.5241
83.51262,57.5243
87.72062,57.527298
83.46822,57.530525
83.44702,57.53351
83.36291,57.545387
87.790306,57.549076
83.33177,57.549805
83.24202,57.562572
83.24183,57.5626
83.2125,57.56678
83.208374,57.56737
77.74708,57.567787
77.75311,57.56984
77.75396,57.57013
87.874054,57.57702
77.78333,57.579998
83.09207,57.584
83.06877,57.587334
83.05893,57.588745
77.81013,57.588833
87.928406,57.596226
77.83441,57.596706
83.00083,57.597057
82.99758,57.597523
77.838104,57.597893
87.94448,57.602074
87.94472,57.60216
87.94819,57.60343
82.9376,57.606106
87.971695,57.612152
82.881134,57.614174
87.99004,57.61907
77.92816,57.625885
77.9424,57.63015
77.953735,57.63352
77.95511,57.633926
88.03941,57.6382
88.05079,57.642715
82.67561,57.64338
78.00832,57.649353
88.07303,57.651665
88.08503,57.65656
88.09761,57.66174
82.528534,57.66403
78.06683,57.66564
82.45297,57.67452
82.40662,57.68091
88.14487,57.681667
78.128586,57.682087
82.36133,57.687115
88.166626,57.691086
82.30322,57.69502
78.20935,57.702457
88.19357,57.702984
88.200775,57.706203
88.20528,57.70822
88.2097,57.71022
82.18588,57.71076
88.21269,57.71157
82.168396,57.713078
82.157135,57.71457
78.261475,57.71494
82.13437,57.717567
78.28122,57.719532
82.1103,57.720726
78.30089,57.724037
82.077225,57.72504
88.24255,57.725243
88.2454,57.726562
88.246544,57.727093
82.02788,57.731422
88.27256,57.739296
78.39067,57.743687
78.43132,57.752106
78.452,57.75628
81.810165,57.75869
81.79806,57.760162
81.77484,57.76297
81.7729,57.7632
88.327545,57.7659
81.70554,57.771225
78.559,57.776672
81.65439,57.7772
81.61376,57.781876
81.608475,57.78248
81.599075,57.783546
88.364456,57.784378
81.57115,57.786705
78.61897,57.78725
81.52294,57.792076
78.65645,57.79356
81.50524,57.79402
78.67741,57.79699
78.71129,57.80238
78.7502,57.80835
78.75449,57.80899
81.35635,57.809837
81.34161,57.811344
78.77941,57.81267
88.420784,57.81359
81.25386,57.820103
88.44267,57.82528
78.87851,57.82636
78.880356,57.8266
81.15067,57.829887
81.10942,57.833633
78.95845,57.836323
81.06829,57.837276
81.048904,57.83896
78.99194,57.840218
78.99724,57.84082
79.02786,57.844223
80.97919,57.844826
80.97552,57.84513
80.953545,57.846912
80.93023,57.848774
79.11521,57.85319
88.494125,57.853497
79.12666,57.85429
79.13634,57.8552
88.498215,57.85579
80.78044,57.8599
80.72862,57.863403
80.72796,57.86345
79.231995,57.86356
79.28415,57.867607
80.66119,57.867683
80.62247,57.869995
79.338486,57.871452
80.57764,57.872536
88.533585,57.875877
79.4138,57.876167
80.50059,57.87655
79.44081,57.87769
79.44348,57.87784
79.44801,57.878082
80.41974,57.880272
79.49245,57.880356
79.49469,57.880463
80.38931,57.881535
80.363945,57.88253
80.35068,57.883034
80.33759,57.883514
80.22011,57.88717
80.188896,57.88794
80.17167,57.88833
80.17133,57.888336
80.15135,57.888752
79.73636,57.88878
80.118805,57.889355
80.11169,57.889473
79.78789,57.88972
80.06997,57.890076
79.86053,57.89057
80.008644,57.890663
79.996185,57.89074
88.56056,57.891556
88.572655,57.898685
88.59566,57.91242
88.70565,57.981354
88.749664,58.010506
88.76584,58.021458
88.86307,58.089996
88.88016,58.102543
88.90617,58.12194
88.9239,58.13536
88.98692,58.18448
88.98872,58.185917
89.03765,58.22564
89.04281,58.229904
89.05592,58.24083
89.114716,58.29107
89.13948,58.312866
89.14569,58.318398
89.18031,58.34965
89.181885,58.35109
89.20851,58.375675
89.217636,58.384216
89.26429,58.42873
89.27333,58.437515
89.321144,58.485
89.36037,58.52517
89.36041,58.525215
89.36453,58.529503
89.374695,58.540127
89.37785,58.54345
89.38074,58.54648
89.38669,58.552773
89.39226,58.558678
89.3978,58.564568
89.40667,58.574062
89.4724,58.646294
89.4984,58.67582
89.51759,58.697968
89.54272,58.727425
89.58458,58.777718
89.61097,58.810204
89.673546,58.889763
89.69113,58.91278
89.69249,58.914574
89.694115,58.916718
89.70112,58.925987
89.7041,58.929947
89.76611,59.014305
89.78822,59.045315
89.827515,59.1017
89.843925,59.12573
89.93677,59.267353
89.972694,59.32484
89.993866,59.35945
90.026215,59.413406
90.03496,59.428215
90.122345,59.58177
90.142395,59.618473
90.154015,59.639984
90.15506,59.641937
90.1554,59.64258
90.173035,59.67565
90.17346,59.676453
90.17369,59.67689
90.20094,59.72892
90.2213,59.7685
90.22649,59.778687
90.2498,59.824986
90.27472,59.875393
90.30103,59.9297
90.31019,59.948853
90.333084,59.997368
90.344604,60.022118
90.3494,60.032482
90.351776,60.03763
90.375824,60.090282
90.38276,60.105675
90.41127,60.169785
90.41255,60.17267
90.42641,60.204388
90.42824,60.208614
90.45687,60.275326
90.47276,60.313026
90.48378,60.339428
90.489876,60.354137
90.50387,60.388172
90.515915,60.417786
90.533325,60.46108
90.56072,60.53042
90.56827,60.549805
90.58339,60.588936
90.61484,60.6719
90.63152,60.716778
90.66366,60.804863
90.68078,60.852715
90.68312,60.85933
90.68565,60.866447
90.7422,61.029804
90.74434,61.036118
90.75035,61.053925
90.775856,61.130463
90.77887,61.139618
90.7854,61.1595
90.81778,61.259613
90.82439,61.280334
90.851524,61.366608
90.87813,61.452896
90.89169,61.497574
90.90519,61.54245
90.94959,61.69326
90.95332,61.70615
90.96892,61.76042
90.97214,61.77169
90.97745,61.79033
90.98131,61.803932
90.98685,61.823547
91.01076,61.90893
91.0427,62.025208
91.049194,62.049133
91.07358,62.1399
91.07444,62.14315
91.07968,62.16285
91.09119,62.20636
91.09712,62.228897
91.10602,62.26284
91.13893,62.39004
91.19661,62.61863
91.19957,62.630554
91.200226,62.633213
91.21184,62.680096
91.24528,62.8167
91.25486,62.856224
91.25897,62.87323
91.267975,62.910576
91.2688,62.913998
91.28689,62.98943
91.29399,63.01921
91.29688,63.03135
91.305405,63.06719
91.34593,63.23906
91.36345,63.313972
91.37279,63.354008
91.381546,63.39167
91.385315,63.407906
91.38946,63.42578
91.39406,63.445595
91.39873,63.465813
91.41611,63.540955
91.41643,63.542336
91.421776,63.56553
91.42465,63.577984
91.43157,63.60803
91.44267,63.656235
91.48657,63.847363
91.49481,63.88324
91.512886,63.962044
91.524704,64.01352
91.527756,64.02682
91.52864,64.03064
91.53073,64.03978
91.55096,64.12774
91.57112,64.21529
91.59376,64.31324
91.598724,64.3347
91.60011,64.34067
91.60666,64.36891
91.62011,64.42674
91.64017,64.51271
91.655624,64.57858
91.66434,64.61559
91.67175,64.64703
91.68062,64.68451
91.69191,64.732086
91.70195,64.774185
91.73172,64.89813
91.745514,64.955055
91.748474,64.967224
91.76163,65.02105
91.79831,65.169464
91.81212,65.22459
91.82186,65.26326
91.82323,65.26865
91.82716,65.28422
91.83649,65.32091
91.83847,65.328674
91.84317,65.34709
91.84337,65.347855
91.86037,65.41393
91.87694,65.47777
91.92407,65.65557
91.92409,65.6556
91.9487,65.74628
91.94896,65.7472
106.79958,65.77472
106.73876,65.77509
106.84482,65.77513
106.67454,65.77663
106.91206,65.7769
106.91785,65.777115
106.62866,65.7784
106.95904,65.77898
106.574036,65.78123
107.013916,65.78232
106.54651,65.78294
106.53476,65.78374
106.53433,65.78376
107.03839,65.784134
107.06502,65.78634
106.4875,65.787254
106.4857,65.7874
91.960556,65.78938
107.11398,65.79105
106.43484,65.7918
106.39838,65.795334
91.96269,65.7971
107.209564,65.802795
106.319016,65.804054
106.31808,65.80417
106.30962,65.805176
107.30673,65.81839
91.96877,65.819046
107.32171,65.821144
107.32276,65.82134
106.14746,65.8275
107.392746,65.8355
106.090744,65.836555
107.41029,65.83939
91.9769,65.848236
106.00844,65.850784
107.47508,65.855
105.982315,65.85555
91.98027,65.86028
105.93381,65.864746
105.92935,65.865616
105.923256,65.8668
105.92259,65.86693
107.52535,65.8685
107.55025,65.87565
107.554955,65.87704
107.555756,65.87727
105.836685,65.88438
107.57962,65.88449
105.81155,65.88971
105.78893,65.89461
91.99266,65.904305
105.71134,65.91201
107.66841,65.91405
107.67827,65.9176
91.99978,65.92945
105.5641,65.94757
107.775665,65.95579
107.78821,65.96113
107.81581,65.973236
107.842575,65.98546
92.03361,66.04701
107.98245,66.0575
107.99879,66.066864
108.0334,66.08742
108.05853,66.10296
108.063095,66.105835
108.06331,66.10597
108.064285,66.1066
105.00969,66.10762
105.00918,66.10778
108.08395,66.119225
104.915665,66.138336
108.11298,66.13849
108.14934,66.1637
104.83371,66.165855
108.17935,66.185455
104.75719,66.192154
104.750336,66.19454
104.72093,66.20482
104.69525,66.21385
108.2257,66.22078
108.233795,66.22717
104.58249,66.254265
108.27411,66.26008
104.55353,66.264824
104.548,66.266846
108.290955,66.274345
104.50883,66.281265
108.320114,66.29982
92.11984,66.333176
92.12008,66.33395
92.12111,66.33725
108.362,66.33818
104.356155,66.33866
108.36714,66.34303
108.37656,66.35202
104.307014,66.35753
104.274055,66.370285
104.239914,66.38359
104.22193,66.390625
108.42828,66.40341
108.43132,66.40654
104.131004,66.426575
108.45938,66.43607
108.47615,66.454254
104.00347,66.47797
103.97244,66.49064
92.17143,66.495125
108.52591,66.51072
103.911285,66.51577
103.89983,66.52051
108.54666,66.53543
103.79439,66.56447
108.57575,66.57127
103.7578,66.57987
108.58771,66.58643
92.2016,66.58662
108.5905,66.59001
108.59761,66.59918
103.69304,66.60733
103.66346,66.61994
108.617355,66.62514
92.21913,66.63875
103.59305,66.650154
103.56291,66.66317
103.55275,66.66757
103.511894,66.6853
103.509415,66.686386
103.44414,66.7149
103.43147,66.72045
92.24896,66.72568
108.690865,66.72847
92.2511,66.73182
108.69649,66.736824
103.37663,66.7446
92.25764,66.75055
108.72133,66.77463
92.27011,66.78596
103.25039,66.80068
108.74148,66.806335
103.23123,66.80925
108.751526,66.8225
103.16905,66.83717
103.15089,66.84537
103.14009,66.850235
108.768776,66.850845
92.294785,66.85496
108.7751,66.861435
103.11453,66.861786
108.792175,66.89052
103.00715,66.91058
103.004105,66.91198
102.95475,66.93455
102.9538,66.93498
102.94177,66.94049
102.88513,66.96653
102.87527,66.97107
92.35115,67.007034
108.85826,67.01076
102.7888,67.01104
102.7788,67.01567
108.8618,67.01758
92.35725,67.023056
108.864975,67.02371
102.75618,67.02618
92.36841,67.052155
92.368774,67.053085
102.697266,67.05359
108.88264,67.05848
102.68201,67.06071
92.37315,67.064415
102.61474,67.092155
102.60158,67.09833
102.601295,67.09846
92.397835,67.12747
108.9266,67.14965
108.9283,67.15332
92.40972,67.15736
108.931305,67.159836
92.42379,67.19231
102.37935,67.20309
92.43127,67.21072
102.319664,67.23141
92.44081,67.234024
102.309204,67.23637
108.9728,67.25333
102.26785,67.256035
108.97833,67.26634
108.97946,67.269
92.45552,67.26959
102.22362,67.277115
102.222565,67.27762
92.46005,67.28045
92.46695,67.2969
92.46763,67.2985
102.17592,67.29987
92.49515,67.36309
102.03093,67.36928
102.01866,67.37517
102.01643,67.376236
109.02727,67.38749
92.51,67.39729
92.522484,67.4257
92.53045,67.44365
109.05394,67.45857
92.5421,67.46969
101.77201,67.49386
101.74204,67.508316
101.72847,67.51486
101.726776,67.515686
101.69692,67.5301
101.67897,67.53877
92.58727,67.568146
109.09305,67.57011
92.592575,67.57944
92.59261,67.57953
92.60803,67.61209
101.509,67.62091
109.11921,67.65021
101.43974,67.65442
92.62915,67.65596
92.62934,67.65634
92.62985,67.657394
109.13041,67.68598
109.13145,67.68934
92.65396,67.70644
101.31495,67.714775
92.67618,67.75073
101.23044,67.75564
92.69243,67.78257
109.16109,67.78894
101.096756,67.82022
109.1712,67.82467
101.03639,67.84934
92.73552,67.864815
100.97779,67.877594
92.74753,67.887184
92.74861,67.88919
92.77989,67.94629
100.82977,67.948814
109.20957,67.968925
100.74265,67.990616
100.74252,67.99068
100.71979,68.00157
100.7065,68.007935
100.70323,68.0095
100.69043,68.015625
100.68833,68.01663
100.65938,68.03047
100.63961,68.039925
109.23152,68.058586
100.57817,68.069244
100.56871,68.07376
92.86107,68.087296
100.50184,68.10559
100.467865,68.12173
100.40941,68.14945
92.91069,68.16864
92.933075,68.20419
100.25046,68.22447
100.23461,68.23191
100.200325,68.248
100.11781,68.28661
92.987236,68.287346
100.111855,68.2894
92.98937,68.29054
100.10727,68.291534
100.09355,68.29793
92.998146,68.30362
100.068184,68.309746
100.0634,68.31197
93.02741,68.34651
99.95255,68.36338
99.93589,68.37108
99.85594,68.40788
99.81618,68.426125
99.7871,68.439415
93.096344,68.44329
99.75615,68.453545
93.10398,68.45364
99.701614,68.47835
93.13153,68.49046
99.65326,68.50026
99.524216,68.55829
93.19939,68.57742
93.201996,68.58066
99.45998,68.586945
93.21804,68.60042
99.37213,68.62584
93.24431,68.63218
93.26558,68.65738
93.27278,68.66579
99.27986,68.666336
99.2739,68.66893
93.277695,68.67151
99.25664,68.67647
99.237015,68.685005
99.17049,68.71384
93.32456,68.72479
93.34307,68.74523
99.09203,68.74754
93.35503,68.758255
93.36183,68.76561
93.38754,68.792984
98.88393,68.835434
98.86425,68.84363
93.44847,68.85542
93.4509,68.85784
93.46611,68.87289
93.471085,68.877754
93.471634,68.878296
93.48164,68.888016
93.482086,68.88845
93.506226,68.91156
98.66312,68.92605
93.52475,68.928955
93.54112,68.94409
93.566376,68.967
98.507935,68.98793
98.5002,68.99097
98.47919,68.99922
98.47505,69.00084
98.47157,69.0022
93.60872,69.004265
98.45443,69.008896
93.61654,69.01099
98.422134,69.02146
98.40002,69.03002
98.2495,69.087364
93.71666,69.09297
98.192055,69.10881
93.74347,69.11367
98.16553,69.11862
93.756195,69.12332
98.125984,69.13316
93.804474,69.15888
98.0049,69.17688
97.993706,69.18086
97.98268,69.18478
97.94429,69.19832
97.923706,69.20552
93.87184,69.20588
97.916435,69.20806
97.88674,69.218376
97.88172,69.22011
93.89674,69.2225
97.819046,69.24161
93.97147,69.27005
