t_csv,t_corrected,x_csv,y_csv,x_pred,y_pred,resid_x,resid_y,resid_t,x_pred_rounded,y_pred_rounded,x_match,y_match,xy_match,l1_distance,difference_sq
6.59002801,6.590028001,60.147415,46.26447,60.14741534,46.26446927,3.37E-07,-7.30E-07,-8.29E-09,60.147415,46.26447,TRUE,TRUE,TRUE,1.07E-06,0
6.590879037,6.590879035,60.1482,46.264812,60.14819955,46.26481304,-4.49E-07,1.04E-06,-1.79E-09,60.1482,46.264813,TRUE,FALSE,FALSE,1.49E-06,1.00E-12
6.606371099,6.606371101,60.162483,46.271057,60.16248209,46.27105908,-9.09E-07,2.08E-06,2.15E-09,60.162482,46.271059,FALSE,FALSE,FALSE,2.99E-06,5.00E-12
6.615414306,6.615414306,60.170826,46.274693,60.17082527,46.27469469,-7.31E-07,1.69E-06,7.17E-10,60.170825,46.274695,FALSE,FALSE,FALSE,2.42E-06,5.00E-12
6.630525513,6.630525502,60.184776,46.280754,60.1847766,46.28075266,6.02E-07,-1.34E-06,-1.07E-08,60.184777,46.280753,FALSE,FALSE,FALSE,1.94E-06,2.00E-12
6.668120334,6.668120333,60.21954,46.29573,60.21953945,46.2957313,-5.55E-07,1.30E-06,-4.95E-10,60.21954,46.29573,TRUE,TRUE,TRUE,1.86E-06,0
6.707972307,6.707972313,60.256474,46.311462,60.25647281,46.31146479,-1.19E-06,2.79E-06,5.67E-09,60.256473,46.311465,FALSE,FALSE,FALSE,3.97E-06,1.00E-11
6.750846088,6.750846089,60.296303,46.328224,60.29630236,46.32822554,-6.42E-07,1.54E-06,8.34E-10,60.296302,46.328226,FALSE,FALSE,FALSE,2.18E-06,5.00E-12
6.763743701,6.7637437,60.308304,46.333233,60.30830356,46.33323407,-4.42E-07,1.07E-06,-1.07E-09,60.308304,46.333234,TRUE,FALSE,FALSE,1.52E-06,1.00E-12
6.805849802,6.805849802,60.347546,46.349476,60.34754549,46.34947726,-5.14E-07,1.26E-06,-1.30E-10,60.347545,46.349477,FALSE,FALSE,FALSE,1.77E-06,2.00E-12
6.859823002,6.859823002,60.397987,46.370056,60.39798649,46.37005728,-5.13E-07,1.28E-06,1.53E-10,60.397986,46.370057,FALSE,FALSE,FALSE,1.79E-06,2.00E-12
6.864345638,6.86434563,60.40222,46.37177,60.40222023,46.37176948,2.26E-07,-5.20E-07,-7.97E-09,60.40222,46.37177,TRUE,TRUE,TRUE,7.46E-07,0
6.894076838,6.894076838,60.43008,46.382977,60.43007956,46.38297811,-4.41E-07,1.11E-06,-4.74E-10,60.43008,46.382978,TRUE,FALSE,FALSE,1.55E-06,1.00E-12
6.899289826,6.89928983,60.43497,46.384933,60.43496921,46.38493497,-7.90E-07,1.97E-06,3.52E-09,60.43497,46.384935,TRUE,FALSE,FALSE,2.76E-06,4.00E-12
6.922953252,6.922953256,60.457184,46.393784,60.45718313,46.39378618,-8.71E-07,2.18E-06,4.66E-09,60.457183,46.393786,FALSE,FALSE,FALSE,3.05E-06,5.00E-12
7.005577302,7.005577298,60.53498,46.424286,60.53497988,46.42428633,-1.16E-07,3.25E-07,-4.00E-09,60.53498,46.424286,TRUE,TRUE,TRUE,4.42E-07,0
7.113524095,7.11352409,60.637165,46.46319,60.63716495,46.46319017,-5.38E-08,1.72E-07,-4.71E-09,60.637165,46.46319,TRUE,TRUE,TRUE,2.26E-07,0
7.123542788,7.123542782,60.64668,46.466747,60.64668004,46.46674694,3.67E-08,-6.49E-08,-5.95E-09,60.64668,46.466747,TRUE,TRUE,TRUE,1.02E-07,0
7.203664623,7.203664636,60.722965,46.49486,60.72296378,46.49486331,-1.22E-06,3.31E-06,1.26E-08,60.722964,46.49486,FALSE,TRUE,FALSE,4.53E-06,1.00E-12
7.204297798,7.204297793,60.723568,46.495083,60.72356794,46.49508318,-5.54E-08,1.81E-07,-4.61E-09,60.723568,46.495083,TRUE,TRUE,TRUE,2.36E-07,0
7.241601058,7.241601054,60.7592,46.507973,60.75919986,46.5079734,-1.36E-07,4.02E-07,-3.36E-09,60.7592,46.507973,TRUE,TRUE,TRUE,5.38E-07,0
7.315826925,7.315826921,60.830315,46.53325,60.83031494,46.53325019,-5.78E-08,1.93E-07,-4.48E-09,60.830315,46.53325,TRUE,TRUE,TRUE,2.51E-07,0
7.364365158,7.36436514,60.876972,46.549515,60.87697274,46.54951295,7.40E-07,-2.05E-06,-1.77E-08,60.876973,46.549513,FALSE,FALSE,FALSE,2.79E-06,5.00E-12
7.393523281,7.393523286,60.90506,46.55918,60.90505943,46.55918166,-5.73E-07,1.66E-06,4.35E-09,60.90506,46.55918,TRUE,TRUE,TRUE,2.24E-06,0
7.401571545,7.401571546,60.91282,46.561836,60.9128196,46.56183716,-3.95E-07,1.16E-06,1.36E-09,60.91282,46.561837,TRUE,FALSE,FALSE,1.56E-06,1.00E-12
7.466301298,7.466301302,60.975353,46.582985,60.97535248,46.58298654,-5.18E-07,1.54E-06,3.88E-09,60.975352,46.582987,FALSE,FALSE,FALSE,2.06E-06,5.00E-12
7.555014609,7.55501461,61.0614,46.611374,61.06139966,46.61137506,-3.43E-07,1.06E-06,1.16E-09,61.0614,46.611375,TRUE,FALSE,FALSE,1.40E-06,1.00E-12
7.559833918,7.559833923,61.066086,46.612896,61.06608547,46.61289761,-5.27E-07,1.61E-06,4.69E-09,61.066085,46.612898,FALSE,FALSE,FALSE,2.14E-06,5.00E-12
7.605204074,7.605204073,61.110256,46.627132,61.11025579,46.62713267,-2.09E-07,6.68E-07,-1.26E-09,61.110256,46.627133,TRUE,FALSE,FALSE,8.77E-07,1.00E-12
7.622867475,7.622867473,61.12748,46.632626,61.12747983,46.63262656,-1.70E-07,5.55E-07,-1.96E-09,61.12748,46.632627,TRUE,FALSE,FALSE,7.25E-07,1.00E-12
7.656447539,7.656447528,61.160267,46.642998,61.16026731,46.64299707,3.12E-07,-9.28E-07,-1.17E-08,61.160267,46.642997,TRUE,FALSE,FALSE,1.24E-06,1.00E-12
7.672893755,7.672893755,61.176346,46.64804,61.17634572,46.6480409,-2.80E-07,9.04E-07,4.09E-10,61.176346,46.64804,TRUE,TRUE,TRUE,1.18E-06,0
7.733349548,7.733349568,61.235565,46.66638,61.23556383,46.66638375,-1.17E-06,3.75E-06,1.97E-08,61.235564,46.66638,FALSE,TRUE,FALSE,4.92E-06,1.00E-12
7.738665444,7.73866545,61.24078,46.66798,61.24077944,46.6679818,-5.56E-07,1.80E-06,6.58E-09,61.24078,46.66798,TRUE,TRUE,TRUE,2.35E-06,0
7.778920059,7.778920064,61.28032,46.680004,61.28031951,46.68000562,-4.93E-07,1.62E-06,5.50E-09,61.28032,46.680006,TRUE,FALSE,FALSE,2.11E-06,4.00E-12
7.823158443,7.823158454,61.323864,46.69306,61.32386329,46.69306234,-7.08E-07,2.34E-06,1.07E-08,61.323863,46.69306,FALSE,TRUE,FALSE,3.05E-06,1.00E-12
7.872845189,7.872845201,61.372883,46.70753,61.37288226,46.70753248,-7.38E-07,2.48E-06,1.19E-08,61.372882,46.70753,FALSE,TRUE,FALSE,3.21E-06,1.00E-12
7.884709782,7.88470978,61.384605,46.710957,61.38460486,46.71095749,-1.35E-07,4.87E-07,-2.12E-09,61.384605,46.710957,TRUE,TRUE,TRUE,6.22E-07,0
7.890738108,7.890738112,61.390564,46.712692,61.39056363,46.71269326,-3.69E-07,1.26E-06,3.37E-09,61.390564,46.712693,TRUE,FALSE,FALSE,1.63E-06,1.00E-12
8.072206291,8.0722063,61.57074,46.763554,61.57073948,46.76355587,-5.21E-07,1.87E-06,8.32E-09,61.57074,46.763556,TRUE,FALSE,FALSE,2.39E-06,4.00E-12
8.074523111,8.074523113,61.57305,46.764187,61.57304971,46.76418806,-2.90E-07,1.06E-06,2.33E-09,61.57305,46.764188,TRUE,FALSE,FALSE,1.35E-06,1.00E-12
8.118006231,8.118006226,61.616455,46.775974,61.61645496,46.77597418,-3.79E-08,1.75E-07,-4.22E-09,61.616455,46.775974,TRUE,TRUE,TRUE,2.13E-07,0
8.157786716,8.157786716,61.65624,46.786625,61.65623979,46.7866258,-2.11E-07,8.03E-07,5.30E-10,61.65624,46.786626,TRUE,FALSE,FALSE,1.01E-06,1.00E-12
8.219170291,8.219170277,61.71777,46.80282,61.7177703,46.80281894,2.98E-07,-1.06E-06,-1.36E-08,61.71777,46.80282,TRUE,TRUE,TRUE,1.36E-06,0
8.224424196,8.224424201,61.723045,46.80419,61.72304465,46.80419135,-3.54E-07,1.35E-06,4.80E-09,61.723045,46.80419,TRUE,TRUE,TRUE,1.70E-06,0
8.339531137,8.339531119,61.838905,46.83373,61.83890543,46.83372839,4.31E-07,-1.61E-06,-1.81E-08,61.838905,46.83373,TRUE,TRUE,TRUE,2.04E-06,0
8.376698735,8.376698726,61.87644,46.843052,61.87644011,46.84305163,1.07E-07,-3.73E-07,-8.44E-09,61.87644,46.843052,TRUE,TRUE,TRUE,4.80E-07,0
8.386996033,8.386996038,61.88685,46.845615,61.88684966,46.84561638,-3.43E-07,1.38E-06,5.39E-09,61.88685,46.845616,TRUE,FALSE,FALSE,1.72E-06,1.00E-12
8.501707426,8.501707437,62.003117,46.873657,62.0031165,46.87365907,-5.00E-07,2.07E-06,1.11E-08,62.003117,46.873659,TRUE,FALSE,FALSE,2.57E-06,4.00E-12
8.503433166,8.503433166,62.00487,46.874073,62.00486986,46.87407362,-1.41E-07,6.16E-07,-5.22E-10,62.00487,46.874074,TRUE,FALSE,FALSE,7.58E-07,1.00E-12
8.51052522,8.510525222,62.012077,46.875774,62.01207676,46.875775,-2.36E-07,1.00E-06,2.58E-09,62.012077,46.875775,TRUE,FALSE,FALSE,1.24E-06,1.00E-12
8.513307017,8.513307007,62.014904,46.876442,62.01490417,46.87644136,1.68E-07,-6.39E-07,-1.06E-08,62.014904,46.876441,TRUE,FALSE,FALSE,8.07E-07,1.00E-12
8.62079355,8.620793533,62.124397,46.901768,62.12439733,46.90176667,3.28E-07,-1.33E-06,-1.64E-08,62.124397,46.901767,TRUE,FALSE,FALSE,1.66E-06,1.00E-12
8.750613257,8.75061324,62.25726,46.931282,62.25726034,46.93128055,3.41E-07,-1.45E-06,-1.75E-08,62.25726,46.931281,TRUE,FALSE,FALSE,1.79E-06,1.00E-12
8.782702027,8.782702018,62.290203,46.9384,62.29020311,46.93839954,1.14E-07,-4.56E-07,-9.28E-09,62.290203,46.9384,TRUE,TRUE,TRUE,5.70E-07,0
8.789448444,8.789448435,62.297134,46.939888,62.29713412,46.93988752,1.18E-07,-4.76E-07,-9.45E-09,62.297134,46.939888,TRUE,TRUE,TRUE,5.94E-07,0
8.794208387,8.794208369,62.302025,46.940937,62.30202534,46.94093555,3.37E-07,-1.45E-06,-1.76E-08,62.302025,46.940936,TRUE,FALSE,FALSE,1.79E-06,1.00E-12
8.79955252,8.799552518,62.307518,46.94211,62.30751792,46.94211042,-8.41E-08,4.21E-07,-1.91E-09,62.307518,46.94211,TRUE,TRUE,TRUE,5.05E-07,0
8.808318018,8.808318041,62.31653,46.94403,62.31652926,46.94403337,-7.44E-07,3.37E-06,2.29E-08,62.31653,46.94403,TRUE,TRUE,TRUE,4.11E-06,0
8.850100969,8.850100965,62.359524,46.95313,62.35952397,46.95313017,-2.59E-08,1.65E-07,-4.05E-09,62.359524,46.95313,TRUE,TRUE,TRUE,1.91E-07,0
8.904486466,8.904486469,62.415585,46.9648,62.4155848,46.96480095,-1.96E-07,9.50E-07,2.65E-09,62.415585,46.9648,TRUE,TRUE,TRUE,1.15E-06,0
8.91517872,8.915178742,62.42662,46.96707,62.42661933,46.96707313,-6.67E-07,3.13E-06,2.12E-08,62.42662,46.96707,TRUE,TRUE,TRUE,3.79E-06,0
8.917872446,8.917872444,62.4294,46.967644,62.42939992,46.96764441,-7.80E-08,4.09E-07,-1.94E-09,62.4294,46.967644,TRUE,TRUE,TRUE,4.87E-07,0
8.920249392,8.920249396,62.431854,46.968147,62.43185377,46.96814813,-2.34E-07,1.13E-06,4.22E-09,62.431854,46.968148,TRUE,FALSE,FALSE,1.37E-06,1.00E-12
8.981564899,8.981564902,62.495224,46.981018,62.4952238,46.98101901,-2.04E-07,1.01E-06,3.26E-09,62.495224,46.981019,TRUE,FALSE,FALSE,1.22E-06,1.00E-12
8.993620759,8.993620771,62.5077,46.98352,62.50769957,46.98352206,-4.26E-07,2.06E-06,1.23E-08,62.5077,46.98352,TRUE,TRUE,TRUE,2.49E-06,0
9.027561133,9.027561133,62.54285,46.99052,62.54284987,46.99052068,-1.33E-07,6.84E-07,4.87E-10,62.54285,46.99052,TRUE,TRUE,TRUE,8.17E-07,0
9.124401478,9.124401483,62.643364,47.010105,62.64336378,47.01010616,-2.24E-07,1.16E-06,4.66E-09,62.643364,47.010106,TRUE,FALSE,FALSE,1.38E-06,1.00E-12
9.163188672,9.163188657,62.683712,47.017796,62.68371223,47.01779493,2.26E-07,-1.07E-06,-1.48E-08,62.683712,47.017795,TRUE,FALSE,FALSE,1.30E-06,1.00E-12
9.209144228,9.209144242,62.731583,47.02679,62.73158257,47.02679221,-4.26E-07,2.21E-06,1.40E-08,62.731583,47.02679,TRUE,TRUE,TRUE,2.63E-06,0
9.216661354,9.216661371,62.73942,47.02825,62.73941952,47.02825246,-4.76E-07,2.46E-06,1.63E-08,62.73942,47.02825,TRUE,TRUE,TRUE,2.94E-06,0
9.241089477,9.241089488,62.7649,47.032974,62.76489966,47.03297581,-3.44E-07,1.81E-06,1.05E-08,62.7649,47.032976,TRUE,FALSE,FALSE,2.15E-06,4.00E-12
9.272996357,9.272996369,62.79821,47.039093,62.79820962,47.03909501,-3.79E-07,2.01E-06,1.23E-08,62.79821,47.039095,TRUE,FALSE,FALSE,2.39E-06,4.00E-12
9.29428671,9.294286694,62.820454,47.043148,62.82045423,47.04314686,2.31E-07,-1.14E-06,-1.55E-08,62.820454,47.043147,TRUE,FALSE,FALSE,1.38E-06,1.00E-12
9.34546568,9.345465658,62.873985,47.052788,62.87398537,47.05278612,3.68E-07,-1.88E-06,-2.21E-08,62.873985,47.052786,TRUE,FALSE,FALSE,2.25E-06,4.00E-12
9.482059372,9.48205935,63.017246,47.07784,63.01724635,47.07783816,3.46E-07,-1.84E-06,-2.18E-08,63.017246,47.07784,TRUE,TRUE,TRUE,2.18E-06,0
9.515423374,9.515423374,63.052322,47.083813,63.05232191,47.08381353,-8.58E-08,5.31E-07,-5.94E-10,63.052322,47.083814,TRUE,FALSE,FALSE,6.17E-07,1.00E-12
9.574394642,9.57439464,63.114395,47.094242,63.11439494,47.09424241,-6.35E-08,4.14E-07,-1.62E-09,63.114395,47.094242,TRUE,TRUE,TRUE,4.77E-07,0
9.610161872,9.610161868,63.15209,47.100487,63.15208999,47.10048711,-8.58E-09,1.06E-07,-4.39E-09,63.15209,47.100487,TRUE,TRUE,TRUE,1.15E-07,0
9.657039105,9.657039116,63.201546,47.10858,63.2015457,47.10858179,-3.01E-07,1.79E-06,1.08E-08,63.201546,47.10858,TRUE,TRUE,TRUE,2.09E-06,0
9.662215277,9.662215267,63.20701,47.10947,63.2070101,47.10946946,1.04E-07,-5.39E-07,-1.02E-08,63.20701,47.10947,TRUE,TRUE,TRUE,6.43E-07,0
9.687844516,9.68784452,63.234077,47.113846,63.23407684,47.113847,-1.62E-07,1.00E-06,3.73E-09,63.234077,47.113847,TRUE,FALSE,FALSE,1.16E-06,1.00E-12
9.711887097,9.711887083,63.259483,47.117928,63.25948317,47.11792706,1.72E-07,-9.45E-07,-1.39E-08,63.259483,47.117927,TRUE,FALSE,FALSE,1.12E-06,1.00E-12
9.732640268,9.732640249,63.281425,47.12143,63.28142525,47.12142858,2.51E-07,-1.42E-06,-1.82E-08,63.281425,47.12143,TRUE,TRUE,TRUE,1.67E-06,0
9.733495352,9.733495369,63.28233,47.12157,63.28232959,47.12157246,-4.10E-07,2.46E-06,1.71E-08,63.28233,47.12157,TRUE,TRUE,TRUE,2.87E-06,0
9.734862198,9.734862187,63.283775,47.121803,63.28377512,47.12180237,1.17E-07,-6.29E-07,-1.11E-08,63.283775,47.121802,TRUE,FALSE,FALSE,7.46E-07,1.00E-12
9.744105734,9.744105721,63.293552,47.123356,63.29355216,47.12335509,1.64E-07,-9.06E-07,-1.36E-08,63.293552,47.123355,TRUE,FALSE,FALSE,1.07E-06,1.00E-12
9.78768237,9.787682358,63.339672,47.130627,63.33967214,47.1306262,1.44E-07,-7.96E-07,-1.26E-08,63.339672,47.130626,TRUE,FALSE,FALSE,9.40E-07,1.00E-12
9.818595085,9.818595091,63.372417,47.135735,63.3724168,47.13573625,-1.98E-07,1.25E-06,6.06E-09,63.372417,47.135736,TRUE,FALSE,FALSE,1.45E-06,1.00E-12
9.842015119,9.84201513,63.39724,47.13958,63.39723972,47.13958177,-2.83E-07,1.77E-06,1.08E-08,63.39724,47.13958,TRUE,TRUE,TRUE,2.05E-06,0
9.848836327,9.848836327,63.404472,47.140697,63.4044719,47.14069765,-9.68E-08,6.46E-07,5.75E-10,63.404472,47.140698,TRUE,FALSE,FALSE,7.43E-07,1.00E-12
9.850254005,9.850253994,63.405975,47.14093,63.40597512,47.14092933,1.21E-07,-6.71E-07,-1.15E-08,63.405975,47.14093,TRUE,TRUE,TRUE,7.92E-07,0
9.93664508,9.936645073,63.497665,47.1549,63.49766503,47.15489987,3.04E-08,-1.26E-07,-6.48E-09,63.497665,47.1549,TRUE,TRUE,TRUE,1.57E-07,0
9.987542401,9.987542385,63.55176,47.163,63.55176018,47.16299893,1.81E-07,-1.07E-06,-1.52E-08,63.55176,47.163,TRUE,TRUE,TRUE,1.25E-06,0
10.01483544,10.01483542,63.58079,47.167305,63.58079026,47.16730341,2.64E-07,-1.59E-06,-2.00E-08,63.58079,47.167303,TRUE,FALSE,FALSE,1.86E-06,4.00E-12
10.04842929,10.04842929,63.616543,47.172565,63.61654289,47.17256577,-1.12E-07,7.74E-07,1.82E-09,63.616543,47.172566,TRUE,FALSE,FALSE,8.86E-07,1.00E-12
10.05700219,10.05700217,63.62567,47.173904,63.62567025,47.17390248,2.50E-07,-1.52E-06,-1.94E-08,63.62567,47.173902,TRUE,FALSE,FALSE,1.77E-06,4.00E-12
10.06122801,10.06122801,63.63017,47.17456,63.63016994,47.17456046,-6.26E-08,4.60E-07,-1.07E-09,63.63017,47.17456,TRUE,TRUE,TRUE,5.23E-07,0
10.15760083,10.15760082,63.73288,47.189407,63.73288001,47.18940699,1.13E-08,-9.29E-09,-5.39E-09,63.73288,47.189407,TRUE,TRUE,TRUE,2.06E-08,0
10.22884808,10.22884809,63.80892,47.200195,63.80891973,47.20019685,-2.72E-07,1.85E-06,1.19E-08,63.80892,47.200197,TRUE,FALSE,FALSE,2.12E-06,4.00E-12
10.2316948,10.23169481,63.81196,47.200623,63.81195973,47.20062486,-2.73E-07,1.86E-06,1.19E-08,63.81196,47.200625,TRUE,FALSE,FALSE,2.13E-06,4.00E-12
10.26708129,10.26708129,63.84976,47.205925,63.84975985,47.20592607,-1.52E-07,1.07E-06,4.64E-09,63.84976,47.205926,TRUE,FALSE,FALSE,1.22E-06,1.00E-12
10.26896259,10.26896258,63.85177,47.206207,63.85177002,47.20620693,2.11E-08,-7.46E-08,-5.99E-09,63.85177,47.206207,TRUE,TRUE,TRUE,9.58E-08,0
10.3835882,10.38358817,63.97435,47.223145,63.97435035,47.22314271,3.49E-07,-2.29E-06,-2.66E-08,63.97435,47.223143,TRUE,FALSE,FALSE,2.64E-06,4.00E-12
10.46500535,10.46500533,64.06153,47.234978,64.06153013,47.2349772,1.27E-07,-8.00E-07,-1.27E-08,64.06153,47.234977,TRUE,FALSE,FALSE,9.27E-07,1.00E-12
10.49304107,10.49304108,64.09157,47.239017,64.0915698,47.23901845,-2.01E-07,1.45E-06,8.20E-09,64.09157,47.239018,TRUE,FALSE,FALSE,1.65E-06,1.00E-12
10.54004112,10.54004111,64.14195,47.245758,64.14195013,47.24575719,1.26E-07,-8.06E-07,-1.28E-08,64.14195,47.245757,TRUE,FALSE,FALSE,9.32E-07,1.00E-12
10.55240701,10.55240704,64.15521,47.24752,64.15520958,47.247523,-4.23E-07,3.00E-06,2.27E-08,64.15521,47.24752,TRUE,TRUE,TRUE,3.43E-06,0
10.55439384,10.55439383,64.15734,47.247807,64.15734009,47.24780644,9.06E-08,-5.60E-07,-1.05E-08,64.15734,47.247806,TRUE,FALSE,FALSE,6.51E-07,1.00E-12
10.58475275,10.58475273,64.1899,47.25213,64.18990024,47.25212838,2.42E-07,-1.62E-06,-2.04E-08,64.1899,47.25213,TRUE,TRUE,TRUE,1.86E-06,0
10.64055226,10.64055225,64.24977,47.26003,64.24977002,47.26002991,2.33E-08,-9.46E-08,-6.17E-09,64.24977,47.26003,TRUE,TRUE,TRUE,1.18E-07,0
10.65319231,10.65319229,64.263336,47.261814,64.2633362,47.26181266,2.00E-07,-1.34E-06,-1.78E-08,64.263336,47.261813,TRUE,FALSE,FALSE,1.54E-06,1.00E-12
10.65580441,10.65580442,64.26614,47.26218,64.2661399,47.26218077,-9.93E-08,7.66E-07,1.87E-09,64.26614,47.26218,TRUE,TRUE,TRUE,8.65E-07,0
10.66515776,10.66515777,64.27618,47.263496,64.27617973,47.26349798,-2.72E-07,1.98E-06,1.32E-08,64.27618,47.263498,TRUE,FALSE,FALSE,2.25E-06,4.00E-12
10.7550718,10.7550718,64.37273,47.276096,64.37273001,47.276096,9.51E-09,1.99E-09,-5.26E-09,64.37273,47.276096,TRUE,TRUE,TRUE,1.15E-08,0
10.77523538,10.77523537,64.39439,47.278908,64.39439021,47.27890656,2.12E-07,-1.44E-06,-1.87E-08,64.39439,47.278907,TRUE,FALSE,FALSE,1.65E-06,1.00E-12
10.85694379,10.85694378,64.48219,47.29025,64.48219008,47.29024953,7.57E-08,-4.71E-07,-9.69E-09,64.48219,47.29025,TRUE,TRUE,TRUE,5.46E-07,0
10.90002324,10.90002324,64.528496,47.296204,64.52849597,47.29620427,-2.78E-08,2.69E-07,-2.76E-09,64.528496,47.296204,TRUE,TRUE,TRUE,2.97E-07,0
10.9140636,10.91406361,64.54359,47.29814,64.54358976,47.2981418,-2.41E-07,1.80E-06,1.16E-08,64.54359,47.29814,TRUE,TRUE,TRUE,2.04E-06,0
10.96237813,10.96237811,64.595535,47.3048,64.5955352,47.30479865,1.98E-07,-1.35E-06,-1.80E-08,64.595535,47.3048,TRUE,TRUE,TRUE,1.55E-06,0
10.96393532,10.96393534,64.59721,47.30501,64.5972096,47.30501296,-4.03E-07,2.96E-06,2.25E-08,64.59721,47.30501,TRUE,TRUE,TRUE,3.37E-06,0
10.9791505,10.9791505,64.61357,47.307106,64.61356997,47.30710627,-2.77E-08,2.69E-07,-2.76E-09,64.61357,47.307106,TRUE,TRUE,TRUE,2.97E-07,0
11.0456948,11.04569478,64.68513,47.31625,64.68513016,47.31624894,1.57E-07,-1.06E-06,-1.53E-08,64.68513,47.31625,TRUE,TRUE,TRUE,1.22E-06,0
11.11459356,11.11459353,64.75923,47.325703,64.75923025,47.32570129,2.47E-07,-1.71E-06,-2.13E-08,64.75923,47.325701,TRUE,FALSE,FALSE,1.96E-06,4.00E-12
11.1341462,11.13414622,64.78026,47.32838,64.78025964,47.32838267,-3.60E-07,2.67E-06,1.97E-08,64.78026,47.32838,TRUE,TRUE,TRUE,3.03E-06,0
11.13574094,11.13574095,64.781975,47.3286,64.78197482,47.32860136,-1.78E-07,1.36E-06,7.44E-09,64.781975,47.3286,TRUE,TRUE,TRUE,1.54E-06,0
11.15490852,11.15490852,64.80259,47.33123,64.80259002,47.3312299,2.34E-08,-9.83E-08,-6.21E-09,64.80259,47.33123,TRUE,TRUE,TRUE,1.22E-07,0
11.15868375,11.15868372,64.80665,47.33175,64.80665034,47.33174763,3.38E-07,-2.37E-06,-2.75E-08,64.80665,47.33175,TRUE,TRUE,TRUE,2.70E-06,0
11.17262101,11.172621,64.82164,47.33366,64.82164014,47.3336591,1.35E-07,-9.03E-07,-1.38E-08,64.82164,47.33366,TRUE,TRUE,TRUE,1.04E-06,0
11.19717717,11.19717714,64.84805,47.33703,64.84805035,47.33702753,3.52E-07,-2.47E-06,-2.84E-08,64.84805,47.33703,TRUE,TRUE,TRUE,2.82E-06,0
11.27241224,11.27241221,64.92896,47.34736,64.92896037,47.34735738,3.75E-07,-2.62E-06,-2.99E-08,64.92896,47.34736,TRUE,TRUE,TRUE,3.00E-06,0
11.29255056,11.29255052,64.950615,47.35013,64.95061555,47.35012612,5.49E-07,-3.88E-06,-4.16E-08,64.950616,47.35013,FALSE,TRUE,FALSE,4.43E-06,1.00E-12
11.29705582,11.29705582,64.95546,47.350746,64.95546004,47.35074582,3.54E-08,-1.84E-07,-7.02E-09,64.95546,47.350746,TRUE,TRUE,TRUE,2.19E-07,0
11.31598616,11.31598617,64.975815,47.35335,64.97581489,47.35335087,-1.11E-07,8.66E-07,2.82E-09,64.975815,47.35335,TRUE,TRUE,TRUE,9.77E-07,0
11.33876375,11.33876375,65.000305,47.356487,65.00030484,47.35648819,-1.56E-07,1.19E-06,5.86E-09,65.000305,47.356488,TRUE,FALSE,FALSE,1.35E-06,1.00E-12
11.40569031,11.40569029,65.07225,47.36573,65.07225028,47.36572809,2.77E-07,-1.91E-06,-2.32E-08,65.07225,47.36573,TRUE,TRUE,TRUE,2.19E-06,0
11.41229582,11.41229582,65.07935,47.366642,65.07935,47.36664206,1.19E-09,6.16E-08,-4.72E-09,65.07935,47.366642,TRUE,TRUE,TRUE,6.28E-08,0
11.41823168,11.41823169,65.08573,47.367462,65.08572977,47.36746372,-2.30E-07,1.72E-06,1.08E-08,65.08573,47.367464,TRUE,FALSE,FALSE,1.95E-06,4.00E-12
